Title,URL,Advertiser,Location,Listing Date,Short Description
PERM PART TIME OR FULL TIME ACCOUNTS RECEIVABLE/OFFICE ALL ROUNDER,https://www.seek.com.au/jobs/job/36512898?type=promoted,Melbourne,Northern Suburbs,"",Seeking an exceptional Accounts Receivable/Office All Rounder who will excel in this busy role supporting the Accounts Manager.
Administrative/Ophthalmic Assistant,https://www.seek.com.au/jobs/job/36477740?type=promoted,Pioneer Eye,Mackay & Coalfields,"",A great opportunity exists for a Part-Time Administrative/Ophthalmic Assistant
